orf_id,symbol,ensembl_gene_id,chr
9031,TSHR,ENSG00000165409,14
5254,HSD17B10,ENSG00000072506,X
14853,PIGL,ENSG00000108474,17
6070,SPINT2,ENSG00000167642,19
12043,ORC6,ENSG00000091651,16
54163,TNNT3,ENSG00000130595,11
5929,PGAP2,ENSG00000148985,11
7048,MMAB,ENSG00000139428,12
1276,TSPAN7,ENSG00000156298,X
12895,CLIC2,ENSG00000155962,X
4572,AGPAT2,ENSG00000169692,9
13283,EMG1,ENSG00000126749,12
14468,TPK1,ENSG00000196511,7
10225,SLC35A2,ENSG00000102100,X
13597,CCDC103,ENSG00000167131,17
9318,PDGFB,ENSG00000100311,22
7038,DIABLO,ENSG00000184047,12
9104,SLC27A4,ENSG00000167114,9
8559,ABCD3,ENSG00000117528,1
3180,NAA10,ENSG00000102030,X
504,GJB2,ENSG00000165474,13
4320,ZC4H2,ENSG00000126970,X
52640,RIT1,ENSG00000143622,1
53777,FGF17,ENSG00000158815,8
10158,SCN2B,ENSG00000149575,11
53996,SCN3B,ENSG00000166257,11
11443,CCBE1,ENSG00000183287,18
6520,IFT43,ENSG00000119650,14
3086,GOSR2,ENSG00000108433,17
56096,CRYBB3,ENSG00000100053,22
636,NTF4,ENSG00000225950,19
13369,ABCA3,ENSG00000167972,16
5729,UCP3,ENSG00000175564,11
14035,FGF9,ENSG00000102678,13
9611,NNT,ENSG00000112992,5
9007,MRE11,ENSG00000020922,11
14217,PAX3,ENSG00000135903,2
297,RAB18,ENSG00000099246,10
4245,TMEM165,ENSG00000134851,4
71425,GH1,ENSG00000259384,17
9253,GUCA1A,ENSG00000048545,6
510,CRADD,ENSG00000169372,12
11858,DNAJC5,ENSG00000101152,20
6727,AK1,ENSG00000106992,9
6905,ITPA,ENSG00000125877,20
1478,CSRP3,ENSG00000129170,11
2686,PARK7,ENSG00000116288,1
3084,KRAS,ENSG00000133703,12
3306,DHFR,ENSG00000228716,5
11435,MSRB3,ENSG00000174099,12
4866,CDIN1,ENSG00000186073,15
5698,PTHLH,ENSG00000087494,12
14842,MRAP,ENSG00000170262,21
4027,SDHAF2,ENSG00000167985,11
3431,ARL2BP,ENSG00000102931,16
4384,MAX,ENSG00000125952,14
3750,RPL21,ENSG00000122026,13
8151,IL36RN,ENSG00000136695,2
54406,TMIE,ENSG00000181585,3
5728,UBE2B,ENSG00000119048,5
5577,DNAL1,ENSG00000119661,14
9807,ABCC9,ENSG00000069431,12
6350,HBG1,ENSG00000213934,11
145,PTS,ENSG00000150787,11
4983,AP2S1,ENSG00000042753,19
12628,PNKD,ENSG00000127838,2
107,PFN1,ENSG00000108518,17
11194,PLA2G5,ENSG00000127472,1
8834,RAD51C,ENSG00000108384,17
52601,INSL3,ENSG00000248099,19
52654,GYPC,ENSG00000136732,2
1841,HINT1,ENSG00000169567,5
6065,C12orf57,ENSG00000111678,12
11655,NDUFS6,ENSG00000145494,5
5543,SAA1,ENSG00000173432,11
52622,DPM3,ENSG00000179085,1
9564,NDUFAF6,ENSG00000156170,8
1800,MPC1,ENSG00000060762,6
12020,C19orf12,ENSG00000131943,19
14711,SIGMAR1,ENSG00000147955,9
4077,SNRPE,ENSG00000182004,1
5772,BANF1,ENSG00000175334,11
6396,TMEM216,ENSG00000187049,11
13063,HAMP,ENSG00000105697,19
6408,IER3IP1,ENSG00000134049,18
3298,NDUFA1,ENSG00000125356,X
465,DPM2,ENSG00000136908,9
52725,SOST,ENSG00000167941,17
53102,NR3C2,ENSG00000151623,4
53449,NYX,ENSG00000188937,X
53559,SRD5A2,ENSG00000277893,2
53621,ALX3,ENSG00000156150,1
53667,ZIC3,ENSG00000156925,X
54276,AVP,ENSG00000101200,20
54446,IRF8,ENSG00000140968,16
54448,VSX1,ENSG00000100987,20
54459,RNF135,ENSG00000181481,17
54791,MPO,ENSG00000005381,17
54903,HOXA2,ENSG00000105996,7
55789,MESP2,ENSG00000188095,15
55834,KRT83,ENSG00000170523,12
55877,SLC6A5,ENSG00000165970,11
55915,KCNA5,ENSG00000130037,12
56471,VSX2,ENSG00000119614,14
56661,COMP,ENSG00000105664,19
56749,CYP21A2,ENSG00000231852,6
56775,GJA3,ENSG00000121743,13
10437,RAG1,ENSG00000166349,11
10655,CIB2,ENSG00000136425,15
11492,CHST14,ENSG00000169105,15
11580,ECEL1,ENSG00000171551,2
11754,CYP27A1,ENSG00000135929,2
11764,MTMR14,ENSG00000163719,3
12132,HCFC1,ENSG00000172534,X
12252,HSD11B2,ENSG00000176387,16
12336,AFG3L2,ENSG00000141385,18
12338,NT5E,ENSG00000135318,6
12500,CPOX,ENSG00000080819,3
12573,DES,ENSG00000175084,2
12924,AUH,ENSG00000148090,9
13092,NOG,ENSG00000183691,17
13236,UMOD,ENSG00000169344,16
13295,TTPA,ENSG00000137561,8
13782,FOXL2,ENSG00000183770,3
13796,HBD,ENSG00000223609,11
13939,KRT86,ENSG00000170442,12
14210,TGFBR1,ENSG00000106799,9
14395,SURF1,ENSG00000148290,9
14460,MAPK8IP1,ENSG00000121653,11
14502,HOXA13,ENSG00000106031,7
14656,BICD2,ENSG00000185963,9
15050,INPP5E,ENSG00000148384,9
453,CYC1,ENSG00000179091,8
571,SERPINA1,ENSG00000197249,14
648,NRL,ENSG00000129535,14
843,RXYLT1,ENSG00000118600,12
896,TSEN34,ENSG00000170892,19
1063,SMN2,ENSG00000205571,5
1097,ACADVL,ENSG00000072778,17
1551,PPP2R1B,ENSG00000137713,11
1958,CTNS,ENSG00000040531,17
2030,AQP5,ENSG00000161798,12
2098,EFHC2,ENSG00000183690,X
2246,TSPAN12,ENSG00000106025,7
2269,B3GALNT2,ENSG00000162885,1
2353,MAFB,ENSG00000204103,20
2444,DDX11,ENSG00000013573,12
2588,UNC119,ENSG00000109103,17
2595,TGFB1,ENSG00000105329,19
2801,PSTPIP1,ENSG00000140368,15
3154,IKBKG,ENSG00000269335,X
3381,MLYCD,ENSG00000103150,16
3483,GYG1,ENSG00000163754,3
3620,ALG1,ENSG00000033011,16
3689,GCK,ENSG00000106633,7
3798,ACTN1,ENSG00000072110,14
3896,SLC25A1,ENSG00000100075,22
3901,MUTYH,ENSG00000132781,1
4004,FADD,ENSG00000168040,11
4127,MYCN,ENSG00000134323,2
4191,SAR1B,ENSG00000152700,5
4289,MSH6,ENSG00000116062,2
4941,MGAT2,ENSG00000168282,14
5108,INF2,ENSG00000203485,14
5335,PMM2,ENSG00000140650,16
5424,BLK,ENSG00000136573,8
5864,CDKN2A,ENSG00000147889,9
5953,CTSD,ENSG00000117984,11
6031,ALG9,ENSG00000086848,11
6038,SERPINH1,ENSG00000149257,11
6119,SUFU,ENSG00000107882,10
6138,TACSTD2,ENSG00000184292,1
6550,SMAD6,ENSG00000137834,15
6916,TNFRSF1A,ENSG00000067182,12
72114,WNT1,ENSG00000125084,12
7250,SIL1,ENSG00000120725,5
7267,CYP1B1,ENSG00000138061,2
7325,CTHRC1,ENSG00000164932,8
7443,MEN1,ENSG00000133895,11
7662,XPA,ENSG00000136936,9
7715,DYNC2I1,ENSG00000126870,7
7827,PNPLA2,ENSG00000177666,11
8024,DNAJB6,ENSG00000105993,7
8177,SNIP1,ENSG00000163877,1
8276,SLC26A3,ENSG00000091138,7
8525,NPHS2,ENSG00000116218,1
8858,RET,ENSG00000165731,10
9122,HPS6,ENSG00000166189,10
9275,DHH,ENSG00000139549,12
9228,POMT2,ENSG00000009830,14
9710,CYP11A1,ENSG00000140459,15
9726,DOLK,ENSG00000175283,9
10029,BBS9,ENSG00000122507,7
10114,SOX18,ENSG00000203883,20
10122,EXOC8,ENSG00000116903,1
10132,LEFTY2,ENSG00000143768,1
71188,TPCN2,ENSG00000162341,11
71592,TRAF3,ENSG00000131323,14
71588,CHRNB2,ENSG00000160716,1
71196,DHODH,ENSG00000102967,16
71615,GAS1,ENSG00000180447,9
71181,CEP41,ENSG00000106477,7
71427,POMC,ENSG00000115138,2
71354,RAB33B,ENSG00000172007,4
71045,HS6ST1,ENSG00000136720,2
70417,DPY19L2,ENSG00000177990,12
70726,ANOS1,ENSG00000011201,X
70455,EVC,ENSG00000072840,4
70610,RUNX1,ENSG00000159216,21
70460,GJC2,ENSG00000198835,1
70551,AIRE,ENSG00000160224,21
70533,SDHAF1,ENSG00000205138,19
72169,SPAST,ENSG00000021574,2
71949,GLDC,ENSG00000178445,9
100005875,CTSF,ENSG00000174080,11
2794,HBA2,ENSG00000188536,16
2794,HBA1,ENSG00000206172,16
100009587,FKRP,ENSG00000181027,19
100009557,KCNJ8,ENSG00000121361,12
100009592,PITX3,ENSG00000107859,10
100010506,KISS1,ENSG00000170498,1
100011230,TWIST1,ENSG00000122691,7
100010388,COQ2,ENSG00000173085,4
100010266,ANKH,ENSG00000154122,5
100011276,SNTA1,ENSG00000101400,20
100010885,SGCB,ENSG00000163069,4
100008900,LMAN1,ENSG00000074695,18
100010185,TMEM138,ENSG00000149483,11
100010465,SLC25A19,ENSG00000125454,17
100009081,TFAP2B,ENSG00000008196,6
100009130,EIF2B5,ENSG00000145191,3
100008339,LDLR,ENSG00000130164,19
100009969,STIM1,ENSG00000167323,11
100008954,TREM2,ENSG00000095970,6
100008411,SERPINF2,ENSG00000167711,17
100010678,SNCB,ENSG00000074317,5
100010671,NKX2-1,ENSG00000136352,14
100010717,ECM1,ENSG00000143369,1
100010705,GCH1,ENSG00000131979,14
100010633,GPI,ENSG00000105220,19
100008582,PEX12,ENSG00000108733,17
100008637,ABCD1,ENSG00000101986,X
100008365,KRT14,ENSG00000186847,17
100008352,COX15,ENSG00000014919,10
100008533,CSTB,ENSG00000160213,21
100011574,PTEN,ENSG00000171862,10
100011399,CST3,ENSG00000101439,20
100011355,TCF21,ENSG00000118526,6
100011460,TEK,ENSG00000120156,9
100011502,UBA1,ENSG00000130985,X
100011621,PAX9,ENSG00000198807,14
100066529,WNT10A,ENSG00000135925,2
100066557,DEAF1,ENSG00000177030,11
100066864,ALDH7A1,ENSG00000164904,5
100066905,LYRM4,ENSG00000214113,6
100067264,EDAR,ENSG00000135960,2
100067267,DDR2,ENSG00000162733,1
100067469,CRLF1,ENSG00000006016,19
100069800,HNF1A,ENSG00000135100,12
100069830,TBX5,ENSG00000089225,12
100069949,PHOX2A,ENSG00000165462,11
100070014,RP9,ENSG00000164610,7
100070147,SIX6,ENSG00000184302,14
100070152,SRY,ENSG00000184895,Y
100070227,CTNNB1,ENSG00000168036,3
100070258,TBX19,ENSG00000143178,1
100070273,GDF2,ENSG00000263761,10
100000033,HPS4,ENSG00000100099,22
100000056,CYP2D6,ENSG00000100197,22
100000061,CYB5R3,ENSG00000100243,22
100000384,NAGA,ENSG00000198951,22
100000400,PLA2G6,ENSG00000184381,22
100000434,SLC5A1,ENSG00000100170,22
100014321,LIPI,ENSG00000188992,21
100014322,RS1,ENSG00000102104,X
100014561,SSTR5,ENSG00000162009,16
100016074,POU1F1,ENSG00000064835,3
100061565,PDE8B,ENSG00000113231,5
100062114,KRT12,ENSG00000187242,17
100063958,RUNX2,ENSG00000124813,6
100064139,LHB,ENSG00000104826,19
100066348,ALX4,ENSG00000052850,11
100068252,KCNH2,ENSG00000055118,7
100062530,RSPO4,ENSG00000101282,20
54055,ALDH18A1,ENSG00000059573,10
54326,EDA,ENSG00000158813,X
56245,MAP2K1,ENSG00000169032,15
100016069,KCNJ2,ENSG00000123700,17
2699,CEP290,ENSG00000198707,12
